ma_cua_hang,ma_mh,so_luong_trong_kho,thoi_gian
29901,635495,46,2025-01-30 11:37:52
29901,642054,5,2024-09-24 02:19:25
29901,646865,43,2025-02-25 09:14:11
29901,656036,70,2024-06-15 00:55:16
29901,659155,87,2025-02-06 07:33:58
29901,660897,90,2024-08-19 03:55:00
29901,666906,40,2024-08-15 15:08:47
29901,667038,16,2025-03-17 14:51:03
29901,672007,54,2024-07-24 16:32:29
29901,684496,88,2024-08-15 01:48:43
29901,715915,30,2024-10-15 17:49:34
29901,719579,62,2025-01-27 08:35:16
29901,725502,86,2024-07-12 21:41:09
29901,744126,96,2025-01-21 21:07:33
29901,757138,82,2024-05-24 17:31:28
29901,760283,45,2024-06-07 05:43:04
29901,776697,20,2025-01-08 22:40:49
29901,787359,41,2025-03-23 10:35:23
29901,790844,31,2025-04-13 17:38:43
29901,801940,59,2024-10-30 04:35:33
29901,811986,62,2025-03-05 10:28:07
29901,819495,28,2024-10-14 07:39:30
29901,834913,69,2024-12-04 11:08:55
29901,837906,12,2024-06-11 14:08:11
29901,840262,73,2025-01-22 05:04:43
29901,840349,61,2024-10-30 09:26:48
29901,845154,1,2024-11-15 08:12:34
29901,845258,46,2024-08-25 19:56:16
29901,857610,97,2024-07-21 14:11:55
29901,859860,56,2024-08-29 00:17:25
29901,878158,38,2024-08-10 08:08:06
29901,891858,98,2024-08-20 05:02:08
29901,894069,57,2024-05-25 19:42:43
29901,896623,23,2024-08-04 06:15:18
29901,901794,65,2024-12-29 10:33:04
29901,903665,85,2024-06-02 19:47:37
29901,905647,37,2024-09-30 08:06:12
29901,912522,8,2025-04-01 23:20:01
29901,921007,19,2025-04-14 20:36:02
29901,948057,99,2024-07-14 05:56:57
29901,950960,42,2024-08-19 15:53:55
29901,987166,21,2025-01-24 10:12:00
29901,988068,44,2025-01-16 15:38:37
30250,20196,15,2025-04-13 21:34:59
30250,20561,87,2024-05-27 20:08:20
30250,21039,21,2024-06-20 14:16:46
30250,30044,32,2024-08-01 18:13:26
30250,31763,66,2024-10-27 21:03:57
30250,35292,86,2025-04-09 05:31:25
30250,53852,65,2024-11-09 13:45:30
30250,55072,65,2024-07-26 18:23:32
30250,56818,93,2024-08-19 04:23:56
30250,59929,50,2025-02-24 21:18:38
30250,65409,28,2024-10-18 01:22:30
30250,82084,54,2024-07-20 13:08:15
30250,87297,32,2024-06-02 01:23:02
30250,96477,30,2024-09-19 09:52:15
30250,97833,40,2024-09-14 06:10:27
30250,100241,86,2024-08-11 06:14:25
30250,104115,69,2024-10-31 03:14:57
30250,104858,5,2025-04-21 22:00:12
30250,132337,63,2025-02-13 02:04:10
30250,135463,100,2025-02-09 09:04:40
30250,135530,57,2025-04-07 03:05:14
30250,140286,33,2025-02-21 15:09:35
30250,145078,77,2025-03-07 13:02:15
30250,157197,99,2024-10-22 11:52:13
30250,168181,13,2025-03-06 17:29:59
30250,169193,76,2024-10-26 21:05:54
30250,184051,44,2024-11-21 05:41:08
30250,188554,74,2024-11-03 09:35:42
30250,193318,82,2025-01-12 19:08:53
30250,198173,66,2024-09-23 21:04:54
30250,210111,39,2024-06-09 16:01:40
30250,218458,92,2024-10-27 08:35:51
30250,232761,84,2024-05-05 03:29:07
30250,237916,14,2024-07-30 15:46:55
30250,244865,53,2025-02-23 20:32:48
30250,250643,16,2024-09-07 18:06:28
30250,269085,67,2024-12-27 23:50:49
30250,278505,80,2025-01-27 20:00:37
30250,294703,27,2024-10-29 07:16:27
30250,311113,63,2024-08-12 23:51:29
30250,311140,16,2024-10-12 11:58:15
30250,313889,94,2024-06-09 12:13:54
30250,317573,2,2024-11-04 09:01:22
30250,337006,65,2024-08-02 19:07:37
30250,345043,71,2024-05-17 16:42:26
30250,347911,96,2024-06-20 11:58:29
30250,349583,36,2025-01-28 03:44:00
30250,360151,32,2024-10-23 13:32:00
30250,363166,47,2024-09-24 15:50:49
30250,373979,48,2025-04-15 11:41:05
30250,374931,33,2024-11-25 22:57:51
30250,390762,39,2024-05-07 07:28:03
30250,396451,88,2024-05-10 06:53:38
30250,401597,91,2024-10-30 00:19:29
30250,404276,68,2024-12-11 10:53:57
30250,418113,53,2025-02-12 08:31:10
30250,426821,70,2024-11-23 06:02:28
30250,428783,38,2024-12-01 15:15:44
30250,429790,14,2024-08-08 06:29:48
30250,431695,81,2024-09-28 18:42:48
30250,437422,65,2025-02-10 20:38:36
30250,453118,18,2025-03-27 11:48:06
30250,455284,13,2024-06-22 00:14:46
30250,469476,25,2024-12-23 09:17:32
30250,476357,41,2024-05-08 13:05:08
30250,476979,15,2025-04-10 13:20:56
30250,480652,26,2024-10-24 16:31:15
30250,482482,60,2025-01-05 06:53:34
30250,484298,98,2025-03-07 23:18:35
30250,505326,91,2024-06-09 00:56:39
30250,520550,33,2025-04-05 17:17:29
30250,527642,75,2025-01-13 00:46:08
30250,529438,59,2024-11-27 15:51:31
30250,533541,11,2024-12-18 00:36:50
30250,547004,32,2025-02-04 06:41:22
30250,550004,54,2025-02-12 14:01:04
30250,564978,48,2024-08-05 22:23:33
30250,573162,67,2024-08-15 02:52:55
30250,578123,60,2024-11-02 09:57:57
30250,581389,30,2024-06-03 07:32:30
30250,596261,91,2024-12-28 16:32:10
30250,597119,29,2025-03-06 15:20:50
30250,604210,33,2024-10-01 21:56:27
30250,621000,50,2025-03-27 19:46:54
30250,639969,9,2024-08-09 00:10:24
30250,651432,73,2024-11-23 22:39:31
30250,655843,69,2024-09-14 06:32:58
30250,656547,40,2024-06-10 05:58:50
30250,662756,91,2024-08-16 23:04:47
30250,665251,26,2024-07-09 02:22:47
30250,666906,95,2025-01-13 18:06:49
30250,686848,80,2024-11-11 04:22:05
30250,719353,33,2025-02-20 14:41:18
30250,720832,39,2025-03-08 16:49:36
30250,741488,60,2024-12-31 04:03:01
30250,744126,41,2024-08-25 18:44:50
30250,750941,44,2024-10-19 14:39:01
30250,757751,58,2024-07-14 12:32:18
30250,777451,12,2025-03-08 20:41:45
30250,780362,73,2025-03-19 12:16:16
30250,790002,8,2024-12-05 21:28:37
30250,806712,16,2024-10-22 03:38:33
30250,817307,2,2024-09-14 07:17:40
30250,836327,35,2024-06-18 15:52:29
30250,840262,90,2024-08-26 11:11:47
30250,852236,83,2025-04-22 19:56:16
30250,862412,19,2024-05-03 11:03:00
30250,870923,33,2024-10-24 04:48:27
30250,871900,81,2025-01-25 02:58:41
30250,874725,35,2024-09-19 20:35:27
30250,880976,12,2024-11-19 00:53:36
30250,885198,9,2024-10-03 20:01:54
30250,890722,42,2024-06-04 09:31:13
30250,896033,37,2025-03-10 09:10:14
30250,900918,30,2024-06-11 17:45:45
30250,912074,73,2024-07-13 12:46:44
30250,916674,34,2024-12-23 14:34:39
30250,923937,9,2024-08-17 16:43:16
30250,940357,39,2025-04-17 12:01:11
30250,963601,77,2025-01-31 18:08:06
30250,965324,56,2025-02-18 20:16:26
30250,980450,89,2024-08-13 00:51:42
30250,983623,51,2024-12-12 15:56:57
30250,985802,99,2025-04-11 11:47:50
30603,1415,40,2024-09-01 22:46:42
30603,4991,29,2025-04-26 23:33:24
30603,30044,45,2025-01-30 22:23:33
30603,37810,64,2025-02-27 13:21:02
30603,43694,51,2025-04-17 12:03:27
30603,45621,93,2025-01-16 06:37:12
30603,52148,46,2025-03-06 02:13:40
30603,56818,29,2024-08-14 04:02:28
30603,57025,28,2024-06-26 02:00:23
30603,58244,37,2025-02-22 05:17:54
30603,58417,32,2024-09-22 11:12:58
30603,63162,19,2025-01-25 10:05:28
30603,65409,70,2024-12-05 19:16:27
30603,97866,85,2024-12-03 08:04:48
30603,121054,67,2024-06-21 00:53:12
30603,121610,86,2024-07-19 09:50:17
30603,122341,29,2024-12-27 22:40:16
30603,143605,83,2024-08-31 14:22:28
30603,156690,9,2025-01-05 21:27:20
30603,157529,88,2024-12-02 23:14:49
30603,194970,7,2025-01-14 04:37:39
30603,201144,88,2025-01-06 03:13:20
30603,210111,100,2024-06-09 00:16:49
30603,228272,49,2025-02-02 23:52:36
30603,230906,82,2024-08-30 17:43:00
30603,237982,40,2024-12-29 23:38:56
30603,258672,18,2025-01-04 23:06:59
30603,263088,32,2024-10-18 20:14:28
30603,269480,1,2025-03-05 16:13:29
30603,270981,62,2024-07-10 05:14:15
30603,278272,79,2024-12-06 16:46:10
30603,313183,44,2024-05-09 23:14:43
30603,325749,47,2024-10-12 14:17:14
30603,334900,70,2024-07-09 14:56:13
30603,336323,42,2024-06-15 20:57:43
30603,348072,67,2024-12-29 22:05:48
30603,354648,42,2024-07-18 11:19:19
30603,355799,84,2024-11-17 19:13:59
30603,357218,15,2024-07-18 14:35:19
30603,359294,5,2025-04-19 11:59:10
30603,364648,14,2025-01-26 20:35:00
30603,365600,73,2024-10-07 13:57:23
30603,371540,33,2024-12-19 08:22:18
30603,373535,5,2024-09-14 23:35:57
30603,386627,1,2025-03-13 21:40:31
30603,388051,63,2025-01-17 21:45:33
30603,403457,35,2024-09-23 02:43:51
30603,412793,55,2025-01-21 06:45:48
30603,422981,100,2024-09-09 18:50:37
30603,426948,3,2025-03-25 14:16:02
30603,431689,72,2024-06-10 04:53:23
30603,437422,44,2024-06-16 12:21:29
30603,449748,27,2024-12-21 20:26:17
30603,452344,81,2025-02-13 14:32:19
30603,464457,59,2024-07-26 09:30:40
30603,466310,83,2025-03-07 19:44:33
30603,468465,60,2024-12-06 19:42:45
30603,483832,11,2024-10-05 10:46:47
30603,499828,14,2024-11-16 07:56:07
30603,503563,11,2025-04-29 11:03:27
30603,505326,98,2025-04-14 14:02:23
30603,542965,23,2024-09-13 11:09:29
30603,543903,24,2025-01-27 04:08:05
30603,544401,69,2024-07-13 11:30:07
30603,550004,43,2025-01-13 17:02:03
30603,553901,34,2024-12-19 12:58:24
30603,558435,77,2024-08-18 09:10:22
30603,567442,12,2024-12-29 17:42:22
30603,576491,51,2025-03-19 16:18:33
30603,582377,53,2024-10-25 12:13:20
30603,584687,4,2025-01-21 18:21:09
30603,623447,24,2024-05-28 07:41:29
30603,650716,8,2024-12-21 04:19:27
30603,660897,49,2025-03-27 10:34:55
30603,663724,29,2024-08-10 18:14:32
30603,676593,82,2024-06-14 22:19:45
30603,680435,58,2025-04-25 02:55:09
30603,682991,72,2024-05-02 00:51:30
30603,692169,60,2024-09-25 19:27:27
30603,696450,74,2024-09-05 06:33:06
30603,714708,7,2024-12-01 01:39:25
30603,733319,52,2024-06-20 23:03:13
30603,744351,13,2024-05-29 13:57:58
30603,749736,37,2024-09-11 10:14:47
30603,758443,9,2025-03-30 01:50:43
30603,762145,10,2025-03-22 03:55:43
30603,768926,9,2024-07-01 21:38:01
30603,777876,51,2025-01-14 08:39:35
30603,798737,64,2025-02-03 14:26:01
30603,811007,85,2024-12-13 22:02:44
30603,823562,1,2025-03-11 03:57:06
30603,831802,54,2024-10-29 06:31:00
30603,838868,65,2024-05-22 19:51:57
30603,840349,93,2024-07-15 09:34:07
30603,845154,81,2025-01-13 11:27:55
30603,867285,54,2024-11-13 18:58:57
30603,870923,11,2025-03-22 05:52:28
30603,871551,53,2025-02-09 06:15:04
30603,874725,34,2024-06-08 12:40:30
30603,879290,68,2024-05-30 10:07:43
30603,884305,26,2024-10-10 01:20:27
30603,890722,61,2024-11-12 01:03:49
30603,892251,67,2024-10-19 19:14:43
30603,892575,81,2024-12-18 20:55:17
30603,900918,45,2024-12-28 13:09:47
30603,905647,77,2024-05-28 18:23:52
30603,907427,59,2025-01-02 16:00:59
30603,910815,13,2024-05-14 22:12:55
30603,911940,89,2025-02-04 17:59:57
30603,923075,29,2025-04-27 15:41:00
30603,961956,85,2025-04-15 11:27:07
30603,963601,31,2024-08-04 19:59:27
30603,983623,92,2024-09-21 14:38:38
30603,991045,19,2024-06-17 11:17:19
30603,993335,62,2024-08-25 21:15:49
30603,993753,4,2024-08-22 02:32:45
30617,31763,16,2024-08-06 05:51:49
30617,35736,71,2024-10-13 01:29:30
30617,52473,82,2024-06-28 16:11:16
30617,55180,5,2025-03-09 18:49:08
30617,58417,34,2024-09-13 13:47:56
30617,61482,18,2025-04-24 05:23:51
30617,64551,21,2025-02-10 13:35:45
30617,66945,13,2024-09-13 19:42:37
30617,69840,77,2024-09-16 19:19:14
30617,79809,43,2024-10-15 08:26:29
30617,90944,31,2024-06-09 13:38:07
30617,92290,29,2025-03-11 08:41:43
30617,94069,22,2024-06-03 00:08:48
30617,100241,93,2025-02-05 20:01:43
30617,106321,23,2024-05-08 14:06:17
30617,107919,8,2024-11-09 04:12:09
30617,115815,83,2024-07-21 14:59:10
30617,119896,67,2024-12-06 16:40:47
30617,127469,59,2025-01-25 23:06:53
30617,131930,28,2025-04-26 22:09:46
30617,132337,8,2024-09-05 12:08:05
30617,135463,3,2024-10-25 16:33:20
30617,178000,97,2024-10-28 15:19:45
30617,187212,69,2024-10-27 11:29:14
30617,195515,8,2025-02-03 22:37:07
30617,196107,2,2025-04-18 08:44:50
30617,203869,8,2024-11-26 21:13:01
30617,232761,88,2024-09-26 02:45:41
30617,246422,87,2025-04-04 18:15:01
30617,254493,79,2024-12-11 07:34:17
30617,258690,6,2024-05-03 03:23:40
30617,264974,79,2024-09-30 07:11:15
30617,268347,41,2024-08-21 15:07:17
30617,269085,33,2024-06-30 13:39:55
30617,270157,50,2024-10-05 05:29:01
30617,291408,11,2025-01-16 03:10:26
30617,295119,38,2025-03-14 23:52:20
30617,305416,41,2025-04-04 13:43:59
30617,308684,77,2024-10-23 20:34:57
30617,311113,28,2024-05-13 09:54:19
30617,317573,25,2024-09-25 12:44:33
30617,325749,6,2024-10-03 10:46:01
30617,329690,100,2024-12-17 16:08:58
30617,334900,79,2024-08-13 20:32:52
30617,335131,14,2024-12-17 01:22:54
30617,355761,6,2024-10-25 08:04:31
30617,358038,17,2024-05-17 20:22:41
30617,368225,14,2025-02-25 03:39:52
30617,375345,65,2024-06-27 19:06:23
30617,402937,30,2024-08-21 20:30:44
30617,403457,91,2025-04-12 16:17:22
30617,404276,5,2024-06-13 16:57:28
30617,405231,18,2024-12-26 00:29:39
30617,418113,99,2025-02-24 20:48:35
30617,418657,79,2025-02-11 16:10:04
30617,419953,92,2024-11-17 18:23:59
30617,427188,87,2024-11-20 10:20:42
30617,433287,14,2024-10-28 15:13:17
30617,437608,94,2024-12-02 19:35:15
30617,440777,45,2024-11-05 09:49:01
30617,447993,12,2024-11-21 00:35:41
30617,465844,69,2024-10-15 12:12:52
30617,474828,51,2025-04-15 18:17:30
30617,475966,27,2025-02-12 07:14:01
30617,480722,53,2025-02-28 20:53:51
30617,481913,14,2024-11-12 18:26:02
30617,482703,33,2024-10-23 03:58:02
30617,483058,17,2024-12-21 08:06:29
30617,495838,73,2024-09-15 03:46:17
30617,499520,50,2024-09-15 01:12:31
30617,518584,91,2025-04-26 19:56:41
30617,519886,52,2024-10-06 18:55:31
30617,542965,54,2024-07-29 03:31:18
30617,559317,88,2024-11-29 17:08:41
30617,560892,26,2024-06-18 12:33:16
30617,567442,68,2024-07-23 16:46:25
30617,573162,43,2025-04-14 23:48:09
30617,574144,80,2025-04-18 00:16:40
30617,575380,6,2024-05-05 08:53:59
30617,576491,93,2024-07-19 12:24:41
30617,616821,14,2024-12-02 07:02:25
30617,631172,73,2025-02-01 06:45:59
30617,636814,63,2024-12-06 07:52:21
30617,640707,80,2025-01-02 03:53:05
30617,646265,99,2024-12-20 02:39:28
30617,660578,91,2024-10-22 19:45:53
30617,688772,46,2024-09-23 16:55:28
30617,698060,27,2024-10-22 00:39:58
30617,708222,3,2025-02-10 05:28:19
30617,723735,73,2025-03-28 05:17:21
30617,724028,48,2024-10-20 11:28:20
30617,733319,58,2024-06-06 04:46:58
30617,737988,36,2024-06-06 10:32:44
30617,748246,88,2025-03-29 19:49:43
30617,760708,49,2024-05-16 12:41:36
30617,780073,97,2025-01-09 14:04:45
30617,806552,50,2025-02-14 04:57:46
30617,820199,60,2024-10-08 19:10:32
30617,820997,31,2024-11-19 11:31:27
30617,823913,25,2024-07-30 09:43:23
30617,852739,30,2024-07-05 14:10:43
30617,860400,77,2024-05-27 08:24:47
30617,861633,25,2025-02-11 22:05:40
30617,870923,65,2024-11-13 08:23:54
30617,871900,14,2025-02-14 05:08:00
30617,874725,94,2024-07-22 21:37:46
30617,879290,85,2025-01-23 14:20:13
30617,880976,65,2024-08-06 23:35:22
30617,891858,56,2024-08-15 20:45:27
30617,907427,10,2024-05-09 01:24:48
30617,912522,4,2024-09-30 09:04:07
30617,930954,69,2024-08-12 14:29:57
30617,950575,65,2024-10-24 10:50:30
30617,951363,19,2024-07-31 12:59:36
30617,951519,86,2024-09-13 18:03:36
30617,974372,29,2025-03-11 06:03:07
30618,10955,52,2024-08-19 16:53:46
30618,14235,41,2024-05-20 18:33:58
30618,20561,99,2025-01-12 03:04:22
30618,30044,2,2025-01-10 03:57:37
30618,44207,47,2025-04-25 12:49:23
30618,45621,74,2024-09-18 13:30:40
30618,83450,28,2024-09-06 03:07:33
30618,92290,92,2024-08-30 14:07:09
30618,97866,17,2024-09-12 11:48:22
30618,100330,62,2024-05-16 18:31:15
30618,102152,99,2024-10-12 16:37:45
30618,104092,37,2024-06-20 08:16:09
30618,104115,44,2024-11-15 08:32:51
30618,121054,51,2024-11-08 01:23:28
30618,123551,8,2025-01-16 00:56:53
30618,126544,37,2024-10-19 23:22:32
30618,131382,99,2025-02-16 11:06:38
30618,131495,57,2024-05-11 18:05:28
30618,159071,41,2025-03-15 04:59:04
30618,161533,97,2025-03-07 08:41:15
30618,162519,3,2024-06-23 23:57:37
30618,195515,99,2024-10-15 03:02:00
30618,212601,45,2025-01-29 00:23:49
30618,214069,46,2024-10-09 13:14:58
30618,214077,82,2024-11-02 02:05:27
30618,236492,92,2024-08-13 17:30:08
30618,243955,87,2025-01-20 16:29:11
30618,246422,53,2024-12-19 23:19:27
30618,263617,44,2025-04-19 23:39:57
30618,264202,54,2024-10-31 20:29:38
30618,265234,18,2024-10-09 10:14:55
30618,269480,29,2024-10-13 18:53:56
30618,289046,20,2024-12-06 18:21:22
30618,300460,33,2024-11-25 12:25:37
30618,301094,97,2024-05-03 00:10:17
30618,304622,78,2024-09-21 21:20:49
30618,305416,39,2024-06-22 12:47:44
30618,324608,84,2025-02-28 03:49:11
30618,373979,13,2024-08-04 21:19:05
30618,378474,74,2024-10-06 10:28:57
30618,390169,5,2025-03-05 09:37:25
30618,396104,66,2024-10-31 02:54:50
30618,403457,94,2025-03-15 07:40:45
30618,413147,32,2024-06-19 14:54:22
30618,418113,28,2024-06-03 22:02:12
30618,424793,28,2025-01-09 21:43:43
30618,427047,99,2024-11-01 09:46:02
30618,427188,25,2024-11-17 07:00:06
30618,452634,43,2025-01-15 00:22:52
30618,461587,57,2024-11-13 21:04:56
30618,468465,17,2024-12-13 12:51:57
30618,481410,66,2024-07-15 19:55:14
30618,482482,30,2024-05-27 05:54:35
30618,483926,57,2024-06-29 15:02:41
30618,484462,35,2025-04-07 05:25:52
30618,495838,34,2024-09-17 09:52:33
30618,499520,13,2024-05-09 09:37:45
30618,500304,66,2024-07-20 16:44:33
30618,503842,70,2024-09-23 04:25:06
30618,522643,23,2024-05-16 02:46:18
30618,525033,37,2024-08-18 04:17:19
30618,530811,64,2025-02-06 04:50:22
30618,551892,30,2024-05-09 01:40:23
30618,555230,98,2024-07-19 11:03:44
30618,565138,100,2024-06-19 17:21:55
30618,573902,98,2024-07-22 06:55:08
30618,575380,9,2024-12-01 06:55:37
30618,581847,4,2024-10-06 18:17:37
30618,583319,15,2024-09-17 02:08:42
30618,597119,22,2024-05-16 16:58:18
30618,628759,48,2025-04-04 22:52:24
30618,634643,62,2025-03-07 05:18:19
30618,637301,43,2024-11-06 15:23:16
30618,642054,54,2024-11-21 20:23:17
30618,655843,76,2024-08-12 08:31:37
30618,668398,95,2024-05-23 20:02:29
30618,683686,34,2024-11-11 01:19:48
30618,689839,95,2024-07-27 21:54:50
30618,693434,18,2024-07-24 09:41:53
30618,706873,42,2024-12-07 17:16:24
30618,718213,94,2024-12-23 04:15:34
30618,719353,60,2024-11-11 12:40:59
30618,733319,20,2024-07-08 23:45:58
30618,736291,4,2025-04-24 08:13:16
30618,740144,14,2025-04-12 22:03:48
30618,742100,25,2024-09-06 20:03:10
30618,756677,86,2025-01-18 20:59:39
30618,757399,80,2024-10-09 05:47:56
30618,773717,23,2025-03-30 05:41:51
30618,774164,95,2024-07-16 06:00:51
30618,775155,22,2024-05-17 06:11:41
30618,777039,51,2024-08-24 17:44:38
30618,790844,71,2025-01-07 18:18:02
30618,823913,54,2025-04-28 05:45:41
30618,833603,98,2024-08-05 17:11:55
30618,836608,44,2024-12-28 18:56:15
30618,839351,82,2025-04-06 01:35:31
30618,856642,4,2025-04-05 07:33:04
30618,861338,91,2024-09-21 22:00:31
30618,861633,73,2024-09-17 14:26:02
30618,862412,65,2024-06-15 22:35:39
30618,874725,22,2025-03-29 16:37:07
30618,878810,32,2024-08-05 21:14:18
30618,882204,19,2024-08-14 21:05:16
30618,884305,88,2024-12-31 20:12:07
30618,901794,54,2024-10-20 13:06:58
30618,903819,63,2024-12-10 14:08:08
30618,916627,27,2024-08-28 07:36:22
30618,923075,24,2024-08-15 17:09:21
30618,950575,56,2024-10-30 08:35:38
30618,951707,61,2024-06-20 12:58:24
30618,961202,57,2025-01-04 19:15:43
30618,969460,87,2024-07-09 03:19:30
30618,974372,46,2025-01-08 11:09:25
30618,974597,5,2024-09-06 02:39:49
30632,1038,97,2024-12-22 03:39:25
30632,32876,38,2025-02-06 22:06:42
30632,34793,54,2024-09-23 13:35:46
30632,37139,22,2025-03-29 10:09:44
30632,43304,4,2024-11-19 06:39:57
30632,44122,37,2024-07-10 17:49:10
30632,61694,51,2024-09-14 15:45:08
30632,63158,18,2024-08-11 21:42:06
30632,69840,51,2025-02-13 17:21:25
30632,74003,95,2024-10-26 06:27:24
30632,77131,73,2024-07-13 15:50:33
30632,79809,87,2024-09-18 07:34:50
30632,92290,49,2024-12-16 22:30:13
30632,92722,84,2024-10-25 23:46:59
30632,118379,59,2024-12-13 10:41:50
30632,123551,65,2025-01-29 11:24:24
30632,124782,1,2024-08-20 07:21:58
30632,127469,25,2024-07-03 06:41:32
30632,131382,18,2025-04-03 02:32:13
30632,131930,53,2025-03-12 16:48:35
30632,132337,99,2024-07-30 12:05:18
30632,151990,77,2025-04-21 14:45:39
30632,166681,46,2024-12-31 00:49:14
30632,167268,17,2024-11-17 06:30:39
30632,179512,44,2024-06-19 13:36:39
30632,187093,9,2024-07-20 14:41:35
30632,187212,31,2025-04-27 06:34:10
30632,203869,12,2024-07-31 22:39:59
30632,207221,80,2024-10-30 10:34:03
30632,210175,54,2025-04-11 20:30:15
30632,217556,15,2025-02-10 23:03:20
30632,228272,87,2024-06-21 00:45:31
30632,236960,54,2024-07-14 04:19:59
30632,243896,93,2024-05-21 15:37:56
30632,245078,57,2025-03-17 02:26:21
30632,268347,12,2024-12-21 00:44:38
30632,278272,45,2024-09-26 17:27:02
30632,294703,27,2025-03-03 04:59:10
30632,295119,83,2024-08-17 13:26:22
30632,313889,13,2024-10-11 19:01:43
30632,320329,23,2024-09-09 00:34:18
30632,335131,94,2024-10-09 01:53:47
30632,346527,14,2024-06-24 05:19:06
30632,358038,39,2025-02-16 12:05:57
30632,386627,29,2025-02-20 23:48:56
30632,402937,60,2024-09-20 05:33:41
30632,404276,44,2024-05-01 21:08:30
30632,412793,82,2025-03-06 13:53:12
30632,419953,79,2024-06-07 12:08:19
30632,422764,37,2025-04-12 00:32:13
30632,426783,5,2024-09-14 09:42:17
30632,426948,42,2025-03-27 01:59:04
30632,428783,55,2024-12-24 13:44:25
30632,431689,32,2024-10-30 20:11:00
30632,432614,3,2024-10-04 07:40:06
30632,453118,70,2025-03-26 07:10:55
30632,462034,13,2024-06-21 02:13:21
30632,466310,67,2025-04-16 14:35:10
30632,473928,22,2025-03-19 01:51:19
30632,483058,51,2025-02-16 18:59:12
30632,516148,86,2025-03-24 20:30:20
30632,523649,74,2024-05-17 20:02:40
30632,525033,11,2024-09-17 16:16:44
30632,544401,27,2025-02-12 16:39:10
30632,550004,64,2024-08-04 13:10:39
30632,555230,89,2025-01-14 14:35:38
30632,559317,33,2024-07-31 14:25:38
30632,565138,65,2024-07-27 16:46:12
30632,575608,9,2024-12-05 13:13:55
30632,581389,46,2024-09-04 19:22:45
30632,601600,25,2024-07-09 08:51:45
30632,620973,25,2024-08-24 23:42:36
30632,650716,77,2024-09-27 11:36:34
30632,656547,7,2024-10-14 22:15:06
30632,659155,21,2024-07-31 12:38:14
30632,662756,95,2024-06-29 04:11:12
30632,710087,62,2024-12-29 14:53:31
30632,711358,1,2024-11-26 19:36:29
30632,715915,14,2025-04-17 16:58:16
30632,718818,56,2025-01-15 04:50:51
30632,724028,30,2024-08-12 08:03:09
30632,732991,93,2025-03-14 14:55:01
30632,744126,57,2024-05-07 22:36:20
30632,744351,7,2024-09-19 13:11:56
30632,749560,86,2025-02-10 00:03:28
30632,749736,32,2024-06-10 12:20:42
30632,750941,50,2024-08-12 15:30:53
30632,757751,2,2024-09-11 06:09:10
30632,760708,49,2025-04-21 02:20:56
30632,762264,51,2025-01-02 13:02:56
30632,764153,31,2024-08-26 18:24:10
30632,776160,5,2025-04-17 15:32:01
30632,795089,64,2024-08-13 14:10:58
30632,820997,28,2025-01-23 06:54:30
30632,853307,51,2025-03-07 21:57:39
30632,853993,3,2024-12-15 21:39:55
30632,867285,70,2024-06-11 16:31:14
30632,867679,74,2025-02-26 22:10:23
30632,869469,73,2025-01-17 00:03:17
30632,870940,31,2024-11-09 12:47:11
30632,875481,26,2024-11-15 06:22:35
30632,880976,99,2024-11-19 01:56:45
30632,891858,55,2024-11-29 15:41:17
30632,900918,58,2025-01-03 09:32:24
30632,907427,74,2024-06-23 07:07:44
30632,923693,76,2024-11-18 14:40:41
30632,928951,24,2025-01-26 17:12:16
30632,930954,77,2024-07-09 18:07:40
30632,956924,45,2024-08-04 09:57:43
30632,964709,85,2024-12-08 15:56:17
30632,967416,42,2025-03-13 02:04:01
30632,974195,7,2024-10-13 14:01:23
30632,985802,87,2024-12-26 22:08:50
30632,990613,64,2024-05-18 04:46:43
30632,997151,73,2025-02-25 22:44:51
30667,47477,93,2024-09-02 03:51:37
30667,52794,6,2025-02-07 17:10:29
30667,55072,4,2024-05-03 20:03:53
30667,82865,74,2024-06-26 05:51:14
30667,86425,58,2024-04-30 10:27:55
30667,88850,19,2024-06-06 14:11:09
30667,90881,49,2024-05-25 16:38:21
30667,92290,47,2025-01-29 17:05:47
30667,94069,71,2024-09-09 03:27:18
30667,97976,70,2025-02-10 09:36:41
30667,104115,62,2025-03-21 06:27:24
30667,151990,91,2024-11-30 12:58:57
30667,166243,29,2024-08-03 00:17:49
30667,193447,11,2025-03-14 18:16:01
30667,198173,93,2025-03-14 22:46:50
30667,201144,52,2024-06-25 21:31:46
30667,207169,91,2024-12-14 14:38:37
30667,212761,68,2025-03-31 03:11:49
30667,213562,86,2025-03-29 22:17:03
30667,217556,52,2025-04-25 08:21:36
30667,230906,6,2024-08-21 22:20:12
30667,235967,65,2024-08-16 12:02:52
30667,239735,56,2025-01-08 18:04:26
30667,243754,11,2024-11-30 14:24:51
30667,244865,48,2025-01-12 13:42:38
30667,245078,36,2024-10-24 07:15:32
30667,250643,96,2025-01-10 14:02:38
30667,258672,77,2024-11-05 15:18:27
30667,272531,96,2024-05-03 18:28:29
30667,278974,5,2024-07-19 19:00:46
30667,282106,38,2024-08-27 14:26:57
30667,295868,81,2024-09-25 22:39:12
30667,300460,85,2025-01-20 02:48:48
30667,301145,45,2024-07-28 22:08:43
30667,311113,40,2024-10-11 00:59:25
30667,312303,36,2025-01-09 21:46:53
