ma_don,ngay_dat_hang,ma_khach_hang
5620940,2025-04-29 12:08:07,7644
5624741,2025-04-29 12:05:31,9872
5625250,2025-04-29 12:07:08,1039
5625386,2025-04-29 12:06:52,816
5625414,2025-04-29 12:05:51,6702
5627061,2025-04-29 12:07:57,5282
5628409,2025-04-29 12:06:37,5907
5629329,2025-04-29 12:06:20,9212
5629540,2025-04-29 12:02:40,4720
5630195,2025-04-29 12:08:17,9361
5632654,2025-04-29 12:02:39,7184
5632754,2025-04-29 12:06:49,5989
5639201,2025-04-29 12:06:14,8647
5639610,2025-04-29 12:05:33,1393
5639612,2025-04-29 12:04:07,580
5642372,2025-04-29 12:04:28,6137
5642409,2025-04-29 12:03:58,8836
5642837,2025-04-29 12:04:49,3824
5642853,2025-04-29 12:06:16,1395
5642951,2025-04-29 12:07:50,8870
5643441,2025-04-29 12:06:01,1451
5643797,2025-04-29 12:08:37,9284
5644224,2025-04-29 12:07:57,3684
5644782,2025-04-29 12:08:39,6350
5648836,2025-04-29 12:04:33,1262
5649520,2025-04-29 12:08:07,5334
5649758,2025-04-29 12:03:45,7703
5653201,2025-04-29 12:05:21,9276
5654115,2025-04-29 12:06:44,9011
5654416,2025-04-29 12:06:48,8216
5654696,2025-04-29 12:03:31,342
5654703,2025-04-29 12:06:27,1822
5655190,2025-04-29 12:05:48,3343
5656774,2025-04-29 12:06:17,7662
5656898,2025-04-29 12:04:37,6211
5663295,2025-04-29 12:07:50,3303
5665437,2025-04-29 12:03:47,3572
5665920,2025-04-29 12:02:54,7120
5667580,2025-04-29 12:05:48,7535
5669599,2025-04-29 12:02:53,6146
5670222,2025-04-29 12:03:59,5031
5671020,2025-04-29 12:07:41,863
5672620,2025-04-29 12:03:17,8549
5674065,2025-04-29 12:03:39,1616
5677386,2025-04-29 12:05:53,8823
5678265,2025-04-29 12:05:48,6153
5678824,2025-04-29 12:08:09,3597
5679588,2025-04-29 12:07:11,4946
5681428,2025-04-29 12:04:45,2941
5684936,2025-04-29 12:05:03,5358
5686650,2025-04-29 12:06:28,7631
5686831,2025-04-29 12:04:29,1962
5686969,2025-04-29 12:06:03,7710
5687223,2025-04-29 12:06:23,5859
5687336,2025-04-29 12:08:04,4817
5688558,2025-04-29 12:05:15,664
5689406,2025-04-29 12:03:50,6774
5689504,2025-04-29 12:05:55,8621
5692528,2025-04-29 12:06:38,201
5692909,2025-04-29 12:06:01,7602
5694254,2025-04-29 12:03:25,2700
5694607,2025-04-29 12:04:23,8230
5697016,2025-04-29 12:03:20,7853
5697132,2025-04-29 12:03:19,2482
5697282,2025-04-29 12:06:03,4937
5698925,2025-04-29 12:06:13,1052
5701205,2025-04-29 12:03:57,6773
5702898,2025-04-29 12:08:17,9393
5704148,2025-04-29 12:07:59,5098
5704182,2025-04-29 12:08:16,4872
5704573,2025-04-29 12:08:28,8077
5704775,2025-04-29 12:08:00,3706
5707549,2025-04-29 12:02:45,8012
5708094,2025-04-29 12:05:33,1336
5708710,2025-04-29 12:05:40,9160
5708720,2025-04-29 12:02:51,8790
5709233,2025-04-29 12:06:55,3379
5710403,2025-04-29 12:04:25,9496
5710958,2025-04-29 12:06:08,8791
5711278,2025-04-29 12:07:31,4839
5713414,2025-04-29 12:08:34,6319
5714544,2025-04-29 12:02:46,5811
5715015,2025-04-29 12:05:59,315
5715021,2025-04-29 12:05:50,8661
5715070,2025-04-29 12:04:34,4834
5716011,2025-04-29 12:07:11,2980
5716055,2025-04-29 12:05:49,4295
5717409,2025-04-29 12:04:26,825
5718721,2025-04-29 12:03:42,1811
5719128,2025-04-29 12:02:57,7037
5720187,2025-04-29 12:04:10,4113
5720277,2025-04-29 12:06:02,2021
5720715,2025-04-29 12:07:27,3564
5721208,2025-04-29 12:04:28,8878
5721220,2025-04-29 12:07:13,7765
5722881,2025-04-29 12:04:50,5761
5722943,2025-04-29 12:08:20,3444
5723760,2025-04-29 12:06:29,4764
5726234,2025-04-29 12:03:26,3959
5728189,2025-04-29 12:06:29,5189
5728464,2025-04-29 12:05:43,8064
5731457,2025-04-29 12:06:50,6391
5732378,2025-04-29 12:06:06,1927
5733750,2025-04-29 12:06:01,1096
5734495,2025-04-29 12:03:16,9945
5734830,2025-04-29 12:05:20,1954
5735149,2025-04-29 12:08:06,2830
5735712,2025-04-29 12:04:42,1501
5736314,2025-04-29 12:03:03,6503
5738613,2025-04-29 12:05:07,3654
5738718,2025-04-29 12:07:14,2737
5740619,2025-04-29 12:03:55,7046
5741225,2025-04-29 12:05:43,7284
5741734,2025-04-29 12:04:17,9545
5742032,2025-04-29 12:06:12,1838
5742115,2025-04-29 12:04:08,8101
5742384,2025-04-29 12:04:28,8646
5743366,2025-04-29 12:07:15,9629
5745640,2025-04-29 12:04:26,7028
5746242,2025-04-29 12:03:04,3291
5747653,2025-04-29 12:06:14,689
5747674,2025-04-29 12:03:47,7629
5748753,2025-04-29 12:05:06,6338
5749638,2025-04-29 12:05:32,6310
5751202,2025-04-29 12:04:33,5424
5751584,2025-04-29 12:06:30,2047
5753602,2025-04-29 12:05:32,7704
5753652,2025-04-29 12:05:03,6126
5756790,2025-04-29 12:02:57,5364
5758607,2025-04-29 12:05:12,9619
5759033,2025-04-29 12:03:57,8528
5759051,2025-04-29 12:07:38,9517
5759881,2025-04-29 12:05:11,7274
5760058,2025-04-29 12:04:14,5154
5764087,2025-04-29 12:06:55,9455
5764804,2025-04-29 12:04:18,3579
5765866,2025-04-29 12:05:27,8294
5766182,2025-04-29 12:07:18,7858
5766777,2025-04-29 12:03:35,7602
5767403,2025-04-29 12:06:57,9230
5771161,2025-04-29 12:03:39,190
5771282,2025-04-29 12:06:52,3227
5771749,2025-04-29 12:06:14,2327
5774462,2025-04-29 12:04:57,5239
5775441,2025-04-29 12:06:38,2199
5777752,2025-04-29 12:04:24,130
5778321,2025-04-29 12:03:51,7279
5778433,2025-04-29 12:06:27,3607
5780092,2025-04-29 12:07:21,306
5782294,2025-04-29 12:04:11,1698
5783525,2025-04-29 12:02:42,1583
5784237,2025-04-29 12:03:58,1287
5788555,2025-04-29 12:07:34,6838
5794319,2025-04-29 12:08:19,203
5795748,2025-04-29 12:08:21,2335
5795767,2025-04-29 12:03:33,8826
5796011,2025-04-29 12:03:46,2310
5796798,2025-04-29 12:08:23,412
5796984,2025-04-29 12:07:21,5029
5800069,2025-04-29 12:02:41,3708
5801749,2025-04-29 12:04:29,8559
5802045,2025-04-29 12:07:15,5710
5802312,2025-04-29 12:06:02,235
5802999,2025-04-29 12:04:40,3351
5803589,2025-04-29 12:08:20,2193
5804172,2025-04-29 12:04:41,7815
5804177,2025-04-29 12:03:47,7674
5804244,2025-04-29 12:03:14,4393
5805805,2025-04-29 12:04:31,2058
5806354,2025-04-29 12:05:40,4782
5808741,2025-04-29 12:05:08,2280
5808873,2025-04-29 12:04:17,7243
5809216,2025-04-29 12:05:37,6139
5811801,2025-04-29 12:02:52,6213
5812709,2025-04-29 12:06:57,8460
5815592,2025-04-29 12:07:23,8025
5816443,2025-04-29 12:06:48,7506
5816989,2025-04-29 12:08:10,5328
5817345,2025-04-29 12:05:37,960
5818363,2025-04-29 12:04:50,1134
5819460,2025-04-29 12:08:24,6014
5819476,2025-04-29 12:05:40,7804
5820495,2025-04-29 12:08:18,7119
5821161,2025-04-29 12:03:03,1072
5821562,2025-04-29 12:06:09,7215
5822066,2025-04-29 12:02:52,1177
5823912,2025-04-29 12:07:05,1508
5824195,2025-04-29 12:05:03,7430
5824413,2025-04-29 12:04:32,9354
5825182,2025-04-29 12:08:07,2929
5825318,2025-04-29 12:08:05,9274
5826198,2025-04-29 12:06:45,2401
5827119,2025-04-29 12:07:23,1760
5827241,2025-04-29 12:04:17,1918
5827905,2025-04-29 12:04:44,5179
5828908,2025-04-29 12:04:01,4955
5831275,2025-04-29 12:05:25,7352
5831639,2025-04-29 12:03:54,860
5832211,2025-04-29 12:05:24,5741
5832384,2025-04-29 12:05:20,7748
5833064,2025-04-29 12:04:56,8299
5833332,2025-04-29 12:06:48,2284
5835434,2025-04-29 12:04:49,1971
5835468,2025-04-29 12:07:44,5437
5836054,2025-04-29 12:03:44,6493
5836137,2025-04-29 12:08:11,4983
5838479,2025-04-29 12:06:09,9524
5838703,2025-04-29 12:05:47,8384
5842131,2025-04-29 12:07:49,3422
5842304,2025-04-29 12:07:38,248
5843008,2025-04-29 12:03:15,3404
5843627,2025-04-29 12:07:09,9264
5844085,2025-04-29 12:07:09,4750
5844322,2025-04-29 12:02:56,6597
5844770,2025-04-29 12:08:21,6999
5844771,2025-04-29 12:06:01,5218
5846170,2025-04-29 12:03:30,9984
5846333,2025-04-29 12:08:29,2814
5847923,2025-04-29 12:05:35,7778
5848299,2025-04-29 12:05:31,1139
5849007,2025-04-29 12:07:59,4522
5849332,2025-04-29 12:07:04,5784
5850406,2025-04-29 12:04:23,9365
5852723,2025-04-29 12:05:48,9273
5852794,2025-04-29 12:04:01,9902
5853343,2025-04-29 12:04:11,321
5853762,2025-04-29 12:07:33,3613
5853993,2025-04-29 12:06:01,2845
5855560,2025-04-29 12:02:59,9028
5855646,2025-04-29 12:06:08,1148
5856904,2025-04-29 12:06:19,2225
5858225,2025-04-29 12:03:52,2988
5859460,2025-04-29 12:05:31,3389
5859517,2025-04-29 12:02:48,8887
5859832,2025-04-29 12:07:52,2824
5861126,2025-04-29 12:05:29,3560
5863807,2025-04-29 12:07:10,6712
5864386,2025-04-29 12:06:32,6216
5865995,2025-04-29 12:07:23,3936
5865998,2025-04-29 12:07:31,8771
5866328,2025-04-29 12:08:30,6065
5868523,2025-04-29 12:06:09,7560
5868744,2025-04-29 12:08:29,8512
5869283,2025-04-29 12:07:34,7070
5873077,2025-04-29 12:06:56,1547
5873690,2025-04-29 12:07:35,5621
5875397,2025-04-29 12:03:34,2808
5876269,2025-04-29 12:08:20,7990
5876459,2025-04-29 12:04:10,7443
5876909,2025-04-29 12:07:36,8304
5876939,2025-04-29 12:08:26,5457
5879334,2025-04-29 12:06:02,9471
5879836,2025-04-29 12:03:24,3840
5882568,2025-04-29 12:08:04,8124
5882865,2025-04-29 12:07:31,8
5885152,2025-04-29 12:08:10,378
5885227,2025-04-29 12:03:28,7652
5886312,2025-04-29 12:03:42,7095
5886661,2025-04-29 12:06:44,4749
5891195,2025-04-29 12:02:56,5793
5891262,2025-04-29 12:08:30,8454
5891824,2025-04-29 12:05:02,2383
5892170,2025-04-29 12:06:12,6110
5894376,2025-04-29 12:04:04,4451
5895205,2025-04-29 12:06:17,8363
5895751,2025-04-29 12:04:11,4996
5895828,2025-04-29 12:04:49,4991
5896561,2025-04-29 12:05:28,9426
5896733,2025-04-29 12:04:23,960
5897429,2025-04-29 12:06:53,3596
5897902,2025-04-29 12:08:26,2509
5899357,2025-04-29 12:03:49,4638
5900241,2025-04-29 12:08:24,6438
5901292,2025-04-29 12:02:46,2122
5901745,2025-04-29 12:03:29,4061
5902492,2025-04-29 12:06:29,7160
5902543,2025-04-29 12:03:50,6826
5902700,2025-04-29 12:04:42,7919
5904547,2025-04-29 12:04:17,5112
5906252,2025-04-29 12:07:55,6466
5906362,2025-04-29 12:03:11,8293
5908144,2025-04-29 12:05:21,2236
5909261,2025-04-29 12:08:02,4689
5911522,2025-04-29 12:05:09,6345
5913463,2025-04-29 12:08:33,8765
5914357,2025-04-29 12:05:02,646
5916869,2025-04-29 12:04:30,201
5917169,2025-04-29 12:07:45,9204
5917998,2025-04-29 12:08:38,5438
5919126,2025-04-29 12:07:08,4097
5920772,2025-04-29 12:06:19,4306
5922561,2025-04-29 12:03:45,4858
5924563,2025-04-29 12:05:09,7753
5925306,2025-04-29 12:04:41,2979
5928772,2025-04-29 12:03:47,1395
5928775,2025-04-29 12:07:10,7632
5928873,2025-04-29 12:06:18,5719
5929856,2025-04-29 12:05:37,1229
5930854,2025-04-29 12:06:35,5874
5930934,2025-04-29 12:04:50,684
5931514,2025-04-29 12:06:10,4900
5932494,2025-04-29 12:04:02,8897
5933081,2025-04-29 12:05:51,202
5933367,2025-04-29 12:06:46,2819
5933805,2025-04-29 12:04:22,4677
5934156,2025-04-29 12:04:07,6199
5934672,2025-04-29 12:04:37,533
5936108,2025-04-29 12:06:27,9834
5940484,2025-04-29 12:07:57,5824
5940832,2025-04-29 12:05:08,9516
5941844,2025-04-29 12:08:03,4498
5942062,2025-04-29 12:06:44,9858
5945098,2025-04-29 12:06:49,9450
5946985,2025-04-29 12:07:33,3467
5947572,2025-04-29 12:06:57,2384
5947639,2025-04-29 12:06:47,7720
5949676,2025-04-29 12:05:32,8782
5951858,2025-04-29 12:07:32,6560
5953971,2025-04-29 12:06:25,8115
5954236,2025-04-29 12:07:59,9361
5956043,2025-04-29 12:03:31,6317
5956510,2025-04-29 12:08:01,1777
5956554,2025-04-29 12:03:43,8133
5957804,2025-04-29 12:07:56,2921
5958098,2025-04-29 12:02:51,8781
5959529,2025-04-29 12:07:54,6472
5959703,2025-04-29 12:06:21,8677
5960454,2025-04-29 12:03:39,3705
5960636,2025-04-29 12:06:07,9027
5961405,2025-04-29 12:03:21,4946
5961429,2025-04-29 12:05:44,3178
5962662,2025-04-29 12:05:17,7635
5968493,2025-04-29 12:03:57,7880
5968731,2025-04-29 12:03:19,6051
5969038,2025-04-29 12:05:39,2694
5969611,2025-04-29 12:05:57,6426
5971212,2025-04-29 12:03:41,9808
5971356,2025-04-29 12:05:21,7950
5972096,2025-04-29 12:04:20,7855
5975647,2025-04-29 12:04:03,9416
5979286,2025-04-29 12:08:25,1423
5980175,2025-04-29 12:07:52,9484
5982206,2025-04-29 12:06:19,4850
5982420,2025-04-29 12:05:57,5971
5983056,2025-04-29 12:03:03,7805
5983478,2025-04-29 12:03:49,2247
5986005,2025-04-29 12:06:12,8298
5986332,2025-04-29 12:07:44,9657
5987429,2025-04-29 12:04:06,4291
5988099,2025-04-29 12:05:36,9195
5988473,2025-04-29 12:06:09,4330
5989015,2025-04-29 12:04:02,8350
5989807,2025-04-29 12:07:30,9503
5991754,2025-04-29 12:06:20,1542
5992794,2025-04-29 12:08:02,8855
5995715,2025-04-29 12:05:17,7702
5997395,2025-04-29 12:03:44,2845
5999159,2025-04-29 12:06:40,1435
6000069,2025-04-29 12:04:25,7461
6000883,2025-04-29 12:08:37,2568
6001418,2025-04-29 12:05:26,8514
6001940,2025-04-29 12:07:39,4660
6003657,2025-04-29 12:04:59,7817
6004880,2025-04-29 12:03:34,6838
6005923,2025-04-29 12:04:49,6329
6008319,2025-04-29 12:04:44,9846
6009490,2025-04-29 12:04:38,6916
6010400,2025-04-29 12:07:37,7822
6010426,2025-04-29 12:07:34,132
6011751,2025-04-29 12:08:01,6083
6012486,2025-04-29 12:06:57,4112
6013157,2025-04-29 12:06:25,2214
6017565,2025-04-29 12:03:38,1529
6018658,2025-04-29 12:07:48,7466
6018809,2025-04-29 12:05:25,8763
6018817,2025-04-29 12:07:44,9785
6019786,2025-04-29 12:08:24,4952
6020543,2025-04-29 12:04:02,1025
6022356,2025-04-29 12:03:03,344
6022611,2025-04-29 12:03:35,6626
6022914,2025-04-29 12:07:37,9901
6024429,2025-04-29 12:05:56,6631
6025166,2025-04-29 12:05:23,1719
6025362,2025-04-29 12:05:17,3005
6025492,2025-04-29 12:05:04,8080
6026336,2025-04-29 12:07:02,3108
6032428,2025-04-29 12:06:07,369
6032575,2025-04-29 12:05:20,8128
6033806,2025-04-29 12:07:06,604
6035990,2025-04-29 12:03:37,8823
6036722,2025-04-29 12:07:46,7476
6037269,2025-04-29 12:02:40,27
6037477,2025-04-29 12:05:27,8983
6037687,2025-04-29 12:03:53,1228
6037768,2025-04-29 12:03:41,7352
6038090,2025-04-29 12:07:18,9191
6038411,2025-04-29 12:04:51,3664
6038453,2025-04-29 12:04:02,7374
6040021,2025-04-29 12:07:06,6646
6040144,2025-04-29 12:06:59,5176
6040165,2025-04-29 12:08:16,8333
6043110,2025-04-29 12:05:26,6270
6044791,2025-04-29 12:07:42,2991
6046082,2025-04-29 12:07:03,8322
6046439,2025-04-29 12:03:30,3274
6047092,2025-04-29 12:06:01,77
6048003,2025-04-29 12:02:53,8943
6050708,2025-04-29 12:03:21,9759
6051299,2025-04-29 12:05:37,2169
6051429,2025-04-29 12:08:09,7399
6051461,2025-04-29 12:05:54,9091
6051676,2025-04-29 12:04:01,8512
6052682,2025-04-29 12:03:58,6008
6053993,2025-04-29 12:03:55,563
6054093,2025-04-29 12:02:43,1003
6054573,2025-04-29 12:03:17,6490
6055729,2025-04-29 12:03:03,4605
6055747,2025-04-29 12:04:23,7922
6057016,2025-04-29 12:04:38,6774
6058292,2025-04-29 12:06:05,8705
6058523,2025-04-29 12:07:22,5175
6058619,2025-04-29 12:06:00,9186
6058624,2025-04-29 12:05:31,1310
6058975,2025-04-29 12:08:12,3314
6061149,2025-04-29 12:07:10,4263
6061271,2025-04-29 12:08:24,2080
6061376,2025-04-29 12:05:01,3339
6066564,2025-04-29 12:05:01,4398
6068267,2025-04-29 12:05:54,2971
6070120,2025-04-29 12:05:04,9883
6071679,2025-04-29 12:03:16,1821
6071785,2025-04-29 12:04:00,9772
6071995,2025-04-29 12:04:33,5874
6072068,2025-04-29 12:08:33,245
6072949,2025-04-29 12:03:36,4873
6077394,2025-04-29 12:03:12,2134
6077745,2025-04-29 12:02:55,9193
6079587,2025-04-29 12:04:04,7190
6081643,2025-04-29 12:06:29,1171
6082983,2025-04-29 12:03:16,6646
6083179,2025-04-29 12:05:15,8323
6084405,2025-04-29 12:03:14,4129
6087153,2025-04-29 12:03:02,927
6087347,2025-04-29 12:03:46,5324
6087734,2025-04-29 12:03:13,1842
6087743,2025-04-29 12:07:11,3741
6087929,2025-04-29 12:05:16,5831
6089176,2025-04-29 12:06:36,4939
6090191,2025-04-29 12:05:49,8326
6092088,2025-04-29 12:07:31,4602
6092396,2025-04-29 12:07:22,6654
6093181,2025-04-29 12:06:49,2301
6094121,2025-04-29 12:07:20,3998
6095011,2025-04-29 12:07:37,9878
6095536,2025-04-29 12:07:49,9748
6098187,2025-04-29 12:07:19,5153
6098198,2025-04-29 12:06:05,8740
6099790,2025-04-29 12:02:45,7060
6100585,2025-04-29 12:08:22,3504
6101323,2025-04-29 12:03:14,957
6102556,2025-04-29 12:04:52,6648
6102884,2025-04-29 12:06:37,5438
6103992,2025-04-29 12:04:07,2844
6104103,2025-04-29 12:07:35,3229
6104316,2025-04-29 12:08:32,4250
6105107,2025-04-29 12:04:49,2803
6105381,2025-04-29 12:05:52,6767
6106012,2025-04-29 12:06:15,1813
6106030,2025-04-29 12:05:33,1353
6106283,2025-04-29 12:06:58,2729
6106476,2025-04-29 12:05:33,9865
6106505,2025-04-29 12:04:48,4255
6106688,2025-04-29 12:07:16,8362
6106699,2025-04-29 12:04:49,1659
6108188,2025-04-29 12:05:47,1784
6108577,2025-04-29 12:06:36,625
6109424,2025-04-29 12:05:04,2040
6109505,2025-04-29 12:03:01,34
6110673,2025-04-29 12:07:50,7646
6112827,2025-04-29 12:07:07,5995
6113343,2025-04-29 12:03:27,8952
6114221,2025-04-29 12:06:07,9228
6116721,2025-04-29 12:04:43,7318
6117071,2025-04-29 12:05:57,177
6117546,2025-04-29 12:05:10,8184
6120252,2025-04-29 12:07:54,2136
6120634,2025-04-29 12:04:13,6963
6121378,2025-04-29 12:04:15,5617
6121683,2025-04-29 12:07:02,9561
6122040,2025-04-29 12:04:21,9240
6122390,2025-04-29 12:05:52,3351
6122405,2025-04-29 12:08:26,5258
6122536,2025-04-29 12:08:12,5122
6125661,2025-04-29 12:03:24,1234
6131087,2025-04-29 12:08:21,9304
6131262,2025-04-29 12:08:24,6053
6131483,2025-04-29 12:05:47,4894
6132824,2025-04-29 12:05:14,5052
6133454,2025-04-29 12:05:17,9661
6134995,2025-04-29 12:06:41,8606
6135057,2025-04-29 12:07:01,6346
6135146,2025-04-29 12:04:20,1173
6135624,2025-04-29 12:06:15,8278
6136235,2025-04-29 12:03:24,6320
6136890,2025-04-29 12:04:38,2568
6137579,2025-04-29 12:05:22,9782
6137817,2025-04-29 12:04:23,4353
6138740,2025-04-29 12:07:09,4244
6139106,2025-04-29 12:04:46,9158
6141270,2025-04-29 12:05:07,3800
6143896,2025-04-29 12:06:31,9868
6144843,2025-04-29 12:08:13,9439
6144865,2025-04-29 12:04:14,4751
6145535,2025-04-29 12:08:22,2734
6146026,2025-04-29 12:04:41,7593
6148339,2025-04-29 12:08:19,3909
6149080,2025-04-29 12:05:49,600
6149255,2025-04-29 12:07:37,8636
6149412,2025-04-29 12:06:21,1625
6150061,2025-04-29 12:07:31,2665
6150080,2025-04-29 12:07:02,1119
6152641,2025-04-29 12:08:30,6433
6153276,2025-04-29 12:03:45,4253
6153367,2025-04-29 12:06:43,4674
6157072,2025-04-29 12:07:22,3419
6158163,2025-04-29 12:04:20,3905
6160719,2025-04-29 12:04:12,6063
6161743,2025-04-29 12:04:20,6219
6164568,2025-04-29 12:07:22,8868
6168267,2025-04-29 12:06:36,2880
6168283,2025-04-29 12:04:46,8394
6169130,2025-04-29 12:04:48,4894
6169187,2025-04-29 12:06:36,6576
6171282,2025-04-29 12:04:15,1332
6173109,2025-04-29 12:04:20,535
6176038,2025-04-29 12:04:01,5331
6176793,2025-04-29 12:06:11,2990
6179111,2025-04-29 12:07:14,7269
6180475,2025-04-29 12:07:19,7313
6183147,2025-04-29 12:05:51,6323
6183366,2025-04-29 12:04:36,6119
6183951,2025-04-29 12:05:24,3196
6187256,2025-04-29 12:06:39,6602
6192987,2025-04-29 12:03:49,4119
6194372,2025-04-29 12:04:45,4146
6195683,2025-04-29 12:04:55,7772
6196021,2025-04-29 12:05:37,1384
6197377,2025-04-29 12:08:00,6375
6199499,2025-04-29 12:03:23,9472
6199509,2025-04-29 12:03:34,2644
6200618,2025-04-29 12:03:46,6367
6201102,2025-04-29 12:08:19,1988
6202439,2025-04-29 12:07:14,3812
6202518,2025-04-29 12:08:23,4521
6204301,2025-04-29 12:02:47,2135
6204323,2025-04-29 12:04:56,7355
6208362,2025-04-29 12:03:07,7303
6208947,2025-04-29 12:04:17,793
6209715,2025-04-29 12:06:31,1659
6209962,2025-04-29 12:05:32,5317
6210172,2025-04-29 12:06:51,3026
6211277,2025-04-29 12:02:49,6040
6211616,2025-04-29 12:04:49,7120
6211921,2025-04-29 12:05:25,2635
6213358,2025-04-29 12:05:37,2981
6213549,2025-04-29 12:05:23,294
6213648,2025-04-29 12:08:28,5120
6215004,2025-04-29 12:05:14,4931
6216332,2025-04-29 12:07:41,5745
6218069,2025-04-29 12:03:17,278
6219090,2025-04-29 12:07:43,5345
6220525,2025-04-29 12:07:24,9848
6220639,2025-04-29 12:08:22,5105
6222263,2025-04-29 12:03:17,163
6222771,2025-04-29 12:05:46,3014
6222793,2025-04-29 12:08:02,7218
6224544,2025-04-29 12:03:48,9346
6224771,2025-04-29 12:04:35,1684
6224814,2025-04-29 12:05:17,4326
6224938,2025-04-29 12:04:16,4627
6226537,2025-04-29 12:07:03,9776
6228396,2025-04-29 12:06:36,135
6228852,2025-04-29 12:02:46,3665
6230431,2025-04-29 12:07:04,3367
6230447,2025-04-29 12:03:21,3675
6233601,2025-04-29 12:03:17,3694
6234909,2025-04-29 12:06:16,6988
6236755,2025-04-29 12:06:58,842
6237276,2025-04-29 12:03:20,9582
6238077,2025-04-29 12:07:13,5317
6239733,2025-04-29 12:07:56,8580
6241379,2025-04-29 12:02:47,8857
6242616,2025-04-29 12:06:28,7305
6242634,2025-04-29 12:06:19,223
6244723,2025-04-29 12:04:41,268
6245920,2025-04-29 12:02:40,9053
6249181,2025-04-29 12:02:55,775
6251250,2025-04-29 12:07:28,3616
6251373,2025-04-29 12:02:50,8976
6252899,2025-04-29 12:03:37,7729
6253604,2025-04-29 12:05:44,9108
6256303,2025-04-29 12:03:08,3710
6258098,2025-04-29 12:07:02,9051
6262836,2025-04-29 12:08:21,7956
6264591,2025-04-29 12:05:54,8959
6264993,2025-04-29 12:03:47,6424
6265396,2025-04-29 12:02:49,7752
6265557,2025-04-29 12:04:36,2808
6266909,2025-04-29 12:07:33,4464
6267664,2025-04-29 12:08:38,3736
6268056,2025-04-29 12:06:24,9886
6268185,2025-04-29 12:03:21,8708
6268355,2025-04-29 12:06:17,217
6268949,2025-04-29 12:06:16,7623
6269862,2025-04-29 12:06:29,1751
6272901,2025-04-29 12:05:02,7459
6273624,2025-04-29 12:04:39,9944
6275609,2025-04-29 12:06:23,8666
6276159,2025-04-29 12:08:22,7738
6276285,2025-04-29 12:05:50,6685
6277051,2025-04-29 12:03:45,6615
6277492,2025-04-29 12:07:26,3578
6278399,2025-04-29 12:06:57,7938
6278572,2025-04-29 12:04:55,7794
6278840,2025-04-29 12:02:47,3557
6279135,2025-04-29 12:04:23,288
6280533,2025-04-29 12:05:31,6262
6280580,2025-04-29 12:06:05,745
6284115,2025-04-29 12:08:05,4778
6284803,2025-04-29 12:03:37,7105
6285701,2025-04-29 12:07:17,1200
6288369,2025-04-29 12:07:48,3136
6290454,2025-04-29 12:05:30,2025
6290651,2025-04-29 12:05:37,2478
6293432,2025-04-29 12:06:00,5153
6295200,2025-04-29 12:05:14,5385
6295286,2025-04-29 12:06:38,3507
6296917,2025-04-29 12:04:15,2305
6298668,2025-04-29 12:07:33,6806
6298771,2025-04-29 12:07:59,7624
6299481,2025-04-29 12:08:31,4872
6300632,2025-04-29 12:06:26,4630
6301335,2025-04-29 12:04:33,7021
6301500,2025-04-29 12:05:25,2167
6303657,2025-04-29 12:07:43,4849
6306186,2025-04-29 12:04:39,4537
6306544,2025-04-29 12:04:00,6415
6306713,2025-04-29 12:06:48,5151
6307745,2025-04-29 12:06:57,6033
6308328,2025-04-29 12:06:51,9568
6308651,2025-04-29 12:05:46,4561
6308940,2025-04-29 12:06:17,2082
6308996,2025-04-29 12:02:43,2226
6309454,2025-04-29 12:07:05,9161
6310423,2025-04-29 12:07:49,3217
6310842,2025-04-29 12:04:19,4888
6311777,2025-04-29 12:04:06,7409
6313217,2025-04-29 12:06:30,5432
6314598,2025-04-29 12:03:08,1721
6315907,2025-04-29 12:07:34,2178
6316001,2025-04-29 12:08:07,1516
6316549,2025-04-29 12:08:31,7100
6316637,2025-04-29 12:07:33,4431
6317264,2025-04-29 12:07:26,1212
6317852,2025-04-29 12:03:46,3759
6318843,2025-04-29 12:08:34,2816
6319662,2025-04-29 12:08:02,791
6320095,2025-04-29 12:05:08,7604
6320450,2025-04-29 12:03:14,2979
6321124,2025-04-29 12:07:26,9274
6322528,2025-04-29 12:08:27,9477
6323253,2025-04-29 12:05:53,467
6326699,2025-04-29 12:04:38,4433
6327415,2025-04-29 12:03:48,7804
6327475,2025-04-29 12:05:49,6920
6327642,2025-04-29 12:03:18,1042
6329069,2025-04-29 12:04:42,5482
6329338,2025-04-29 12:08:25,4871
6329932,2025-04-29 12:07:01,5762
6332568,2025-04-29 12:08:19,9328
6333986,2025-04-29 12:06:20,9630
6335110,2025-04-29 12:03:14,9035
6336589,2025-04-29 12:06:16,6584
6337491,2025-04-29 12:04:21,517
6337809,2025-04-29 12:05:39,4898
6339093,2025-04-29 12:03:21,3410
6340506,2025-04-29 12:04:34,9322
6340612,2025-04-29 12:07:44,504
6341515,2025-04-29 12:06:26,7405
6343300,2025-04-29 12:04:21,9321
6344133,2025-04-29 12:07:01,4908
6344672,2025-04-29 12:05:47,274
6345147,2025-04-29 12:03:28,2451
6345436,2025-04-29 12:07:14,9583
6346001,2025-04-29 12:06:52,572
6346081,2025-04-29 12:08:22,930
6346086,2025-04-29 12:05:07,2700
6346408,2025-04-29 12:02:51,1693
6348105,2025-04-29 12:06:44,9909
6348594,2025-04-29 12:02:45,1310
6351912,2025-04-29 12:04:26,5955
